1610776531099375,184.2615814,47.6426647,122.1381809
1610776584524515,184.1452637,47.6426151,122.1381809
1610776613715137,184.0428009,47.6425250,122.1381809
1610776645068806,183.8957062,47.6424317,122.1381809
1610776676380474,183.7458496,47.6423408,122.1381804
1610776704416072,183.6141815,47.6422509,122.1381798
1610776730015618,183.4738770,47.6421607,122.1381794
1610776757673208,183.3301697,47.6420682,122.1381795
1610776784595783,183.1824951,47.6419770,122.1381796
1610776815319438,183.0368958,47.6418864,122.1381798
1610776844132053,182.9182434,47.6417965,122.1381801
1610776870991626,182.8050842,47.6417067,122.1381806
1610776897494191,182.6913147,47.6416175,122.1381812
1610776927734836,182.5491180,47.6415271,122.1381821
1610776953544387,182.4108582,47.6414360,122.1381828
1610776980781968,182.3035278,47.6413438,122.1381824
1610777010224596,182.1846008,47.6412508,122.1381821
1610777034375111,182.0750427,47.6411576,122.1381816
1610777060562670,181.9712830,47.6410667,122.1381812
1610777085448201,181.8571167,47.6409744,122.1381806
1610777110480735,181.7384186,47.6408843,122.1381818
1610777134274242,181.6283875,47.6407896,122.1381806
1610777160167795,181.5247955,47.6406936,122.1381800
1610777184528315,181.3928833,47.6406044,122.1381810
1610777209434846,181.2571411,47.6405147,122.1381825
1610777234446379,181.1357727,47.6404172,122.1381814
1610777259604916,181.0066376,47.6403269,122.1381828
1615109667308308,146.5848694,47.6414824,122.1399650
1615109678396544,146.5140076,47.6415757,122.1399650
1615109688938769,146.4513092,47.6416695,122.1399650
1615109699123987,146.3787537,47.6417626,122.1399650
1615109711409249,146.3088684,47.6418570,122.1399650
1615109722413483,146.2499390,47.6419492,122.1399650
1615109734929750,146.1681671,47.6419498,122.1398281
1615109747110010,146.1011810,47.6419497,122.1396915
1615109756035201,146.0761261,47.6418624,122.1396929
1615109765401400,145.9779816,47.6417700,122.1396929
1615109774305590,145.9272614,47.6416795,122.1396929
1615126404306786,43.1999969,47.6405840,122.1384584
1615126405503812,203.1999969,47.6405840,122.1383651
1615126406700837,203.1999969,47.6405840,122.1383784
1615126407897863,203.1999969,47.6405840,122.1383918
1615126409094888,203.1999969,47.6405840,122.1384051
1615126410312914,203.1999969,47.6405840,122.1384184
1615126411530940,203.1999969,47.6405840,122.1384318
1615126412748966,203.1999969,47.6405840,122.1384451
1615126413945992,203.1999969,47.6405840,122.1384584
1615126415185018,203.1999969,47.6405840,122.1384718
1615126416403044,203.1999969,47.6405840,122.1384851
1615126417600070,203.1999969,47.6405840,122.1384984
1615126418839096,203.1999969,47.6405840,122.1385118
1615126420036122,203.1999969,47.6405840,122.1385251
1615126421254148,203.1999969,47.6405840,122.1385384
1615126422472174,203.1999969,47.6405840,122.1385518
1615126423690200,203.1999969,47.6405840,122.1385651
1615126424908226,203.1999969,47.6405840,122.1385784
1615126426126252,203.1999969,47.6405840,122.1385918
1615126427344278,203.1999969,47.6405840,122.1386051
1615126428562304,203.1999969,47.6405840,122.1386184
1615126429780330,203.1999969,47.6405840,122.1386318
1615126430998356,203.1999969,47.6405841,122.1386451
1615126432216382,203.1999969,47.6405841,122.1386584
1615126433413407,203.1999969,47.6405841,122.1386718
1615126434652434,203.1999969,47.6405841,122.1386851
1615126435870460,203.1999969,47.6405841,122.1386984
1615126437088486,203.1999969,47.6405841,122.1387118
1615126438306512,203.1999969,47.6405841,122.1387251
1615126439545538,203.1999969,47.6405841,122.1387384
1615126440763564,203.1999969,47.6405841,122.1387518
1615126442002590,203.1999969,47.6405841,122.1387651
1615126443220616,203.1999969,47.6405841,122.1387784
1615126444438642,203.1999969,47.6405841,122.1387918
1615126445635668,203.1999969,47.6405841,122.1388051
1615126446874694,203.1999969,47.6405841,122.1388184
1615126448092720,203.1999969,47.6405841,122.1388317
1615126449310746,203.1999969,47.6405841,122.1388451
1615126450528772,203.1999969,47.6405841,122.1388584
1615126451746798,203.1999969,47.6405841,122.1388717
1615126452964824,203.1999969,47.6405841,122.1388851
1615126454161850,203.1999969,47.6405841,122.1388984
1615126455379876,203.1999969,47.6405841,122.1389117
1615126456597902,203.1999969,47.6405841,122.1389251
1615126457836928,203.1999969,47.6405841,122.1389384
1615126459033954,203.1999969,47.6405841,122.1389517
1615126460251980,203.1999969,47.6405841,122.1389651
1615126461470006,203.1999969,47.6405841,122.1389784
1615126462688032,203.1999969,47.6405841,122.1389917
1615126463927058,203.1999969,47.6405841,122.1390051
1615126465145084,203.1999969,47.6405841,122.1390184
1615126466384111,203.1999969,47.6405841,122.1390317
1615126467602136,203.1999969,47.6405841,122.1390451
1615126468799162,203.1999969,47.6405841,122.1390584
1615126470017188,203.1999969,47.6405841,122.1390717
1615126471235214,203.1999969,47.6405841,122.1390851
1615126472453240,203.1999969,47.6405841,122.1390984
1615126473692266,203.1999969,47.6405841,122.1391117
1615126474889292,203.1999969,47.6405841,122.1391251
1615126476107318,203.1999969,47.6405841,122.1391384
1615126477325344,203.1999969,47.6405841,122.1391517
1615126478564370,203.1999969,47.6405841,122.1391651
1615126479782396,203.1999969,47.6405841,122.1391784
1615126481000422,203.1999969,47.6405841,122.1391917
1615126482218448,203.1999969,47.6405841,122.1392051
1615126483436474,203.1999969,47.6405841,122.1392184
1615126484654500,203.1999969,47.6405841,122.1392317
1615126485872526,203.1999969,47.6405841,122.1392451
1615126487069552,203.1999969,47.6405841,122.1392584
1615126488308578,203.1999969,47.6405841,122.1392717
1615126489526604,203.1999969,47.6405841,122.1392851
1615126490744630,203.1999969,47.6405841,122.1392984
1615126491962656,203.1999969,47.6405841,122.1393117
1615126493159682,203.1999969,47.6405841,122.1393250
1615126494356707,203.1999969,47.6405841,122.1393384
